Gene	Cell
Rps25	Inh_Vip
Rps3a1	Inh_Vip
Rtl8b	Inh_Vip
Sbno1	Inh_Vip
Scd2	Inh_Vip
Scn1a	Inh_Vip
Scn1b	Inh_Vip
Slc25a5	Inh_Vip
Snca	Inh_Vip
Sparcl1	Inh_Vip
Stmn1	Inh_Vip
Stmn4	Inh_Vip
Taf10	Inh_Vip
Tmsb4x	Inh_Vip
Tmx4	Inh_Vip
Tpt1	Inh_Vip
Ttc19	Inh_Vip
Tubb5	Inh_Vip
Uqcc2	Inh_Vip
Vav2	Inh_Vip
Xkr6	Inh_Vip
Ywhah	Inh_Vip
Zfp30	Inh_Vip
Zfp641	Inh_Vip
Adgrl3	Peri_Vtn
Agtpbp1	Peri_Vtn
Amfr	Peri_Vtn
Ano4	Peri_Vtn
Arhgef7	Peri_Vtn
Asph	Peri_Vtn
Atp5c1	Peri_Vtn
Cap2	Peri_Vtn
Cdh4	Peri_Vtn
Cds2	Peri_Vtn
Chn1	Peri_Vtn
Cox6a1	Peri_Vtn
Dpysl2	Peri_Vtn
Eid2	Peri_Vtn
Eif3m	Peri_Vtn
Gfra2	Peri_Vtn
Gtf3c1	Peri_Vtn
Hivep2	Peri_Vtn
Kank2	Peri_Vtn
Klhl7	Peri_Vtn
Lrrc8b	Peri_Vtn
Magi2	Peri_Vtn
Mat2b	Peri_Vtn
Mff	Peri_Vtn
Mtcl1	Peri_Vtn
Osbpl3	Peri_Vtn
Pitpnm2	Peri_Vtn
Pnrc1	Peri_Vtn
Prickle2	Peri_Vtn
Prkar1a	Peri_Vtn
Prkce	Peri_Vtn
R3hcc1l	Peri_Vtn
R3hdm1	Peri_Vtn
Rab14	Peri_Vtn
Rps18	Peri_Vtn
Rps8	Peri_Vtn
Sdc2	Peri_Vtn
Sema6d	Peri_Vtn
Slc25a3	Peri_Vtn
Stau2	Peri_Vtn
Trpc1	Peri_Vtn
Tspan17	Peri_Vtn
Zbtb11	Peri_Vtn
Acp1	VLMC_Cped1
Acsl3	VLMC_Cped1
Actb	VLMC_Cped1
Adap1	VLMC_Cped1
Adcy1	VLMC_Cped1
Alg5	VLMC_Cped1
Arpc1a	VLMC_Cped1
Arpc3	VLMC_Cped1
Atp1b1	VLMC_Cped1
Atp5a1	VLMC_Cped1
Atp5d	VLMC_Cped1
Atp5j2	VLMC_Cped1
Baiap2	VLMC_Cped1
Boc	VLMC_Cped1
Btf3	VLMC_Cped1
Cadm2	VLMC_Cped1
Calm2	VLMC_Cped1
Camk2g	VLMC_Cped1
Canx	VLMC_Cped1
Cdh6	VLMC_Cped1
Cnot7	VLMC_Cped1
Cox6a1	VLMC_Cped1
Cst3	VLMC_Cped1
Dad1	VLMC_Cped1
Dbi	VLMC_Cped1
Dcc	VLMC_Cped1
Degs1	VLMC_Cped1
Dynll1	VLMC_Cped1
Edc3	VLMC_Cped1
Eif3i	VLMC_Cped1
Eif5a	VLMC_Cped1
Erg28	VLMC_Cped1
Fam174a	VLMC_Cped1
Fkbp2	VLMC_Cped1
Ftsj1	VLMC_Cped1
Gm37240	VLMC_Cped1
Gnao1	VLMC_Cped1
Gucy1a2	VLMC_Cped1
Hecw2	VLMC_Cped1
Hgf	VLMC_Cped1
Hnrnpa0	VLMC_Cped1
Hnrnpc	VLMC_Cped1
Hsp90b1	VLMC_Cped1
Iqsec1	VLMC_Cped1
Itm2c	VLMC_Cped1
Kirrel3	VLMC_Cped1
Lrrn3	VLMC_Cped1
Mal2	VLMC_Cped1
Map1a	VLMC_Cped1
Mark3	VLMC_Cped1
Mdga2	VLMC_Cped1
Mmp16	VLMC_Cped1
Napb	VLMC_Cped1
Nckap5	VLMC_Cped1
Ndufb5	VLMC_Cped1
Nenf	VLMC_Cped1
Nlgn1	VLMC_Cped1
Nme7	VLMC_Cped1
Nos1ap	VLMC_Cped1
Nudt3	VLMC_Cped1
Park7	VLMC_Cped1
Pcdh11x	VLMC_Cped1
Pcdh9	VLMC_Cped1
Pde4b	VLMC_Cped1
Pdgfa	VLMC_Cped1
Pgp	VLMC_Cped1
Phactr1	VLMC_Cped1
Pi4ka	VLMC_Cped1
Pin1	VLMC_Cped1
Pkm	VLMC_Cped1
Poc5	VLMC_Cped1
Psmb6	VLMC_Cped1
Psmc3	VLMC_Cped1
Ptprf	VLMC_Cped1
Ramp1	VLMC_Cped1
Rapgef2	VLMC_Cped1
Reep5	VLMC_Cped1
Rheb	VLMC_Cped1
Rnf14	VLMC_Cped1
Rpl26	VLMC_Cped1
Rpl7	VLMC_Cped1
Rplp0	VLMC_Cped1
Rps11	VLMC_Cped1
Rps8	VLMC_Cped1
Rtn3	VLMC_Cped1
Shtn1	VLMC_Cped1
Slc25a3	VLMC_Cped1
Slc39a10	VLMC_Cped1
Slc7a2	VLMC_Cped1
Stx1a	VLMC_Cped1
Suclg1	VLMC_Cped1
Susd6	VLMC_Cped1
Tecr	VLMC_Cped1
Tmed9	VLMC_Cped1
Tpt1	VLMC_Cped1
Trappc4	VLMC_Cped1
Tubb4b	VLMC_Cped1
Uqcr10	VLMC_Cped1
Usp24	VLMC_Cped1
Vapa	VLMC_Cped1
Vdac2	VLMC_Cped1
Wasf3	VLMC_Cped1
Wdr47	VLMC_Cped1
Ywhab	VLMC_Cped1
Zfp804b	VLMC_Cped1
Acyp2	Endo_Flt1
Apoe	Endo_Flt1
Arpp19	Endo_Flt1
Atp5j2	Endo_Flt1
Brk1	Endo_Flt1
C2cd2l	Endo_Flt1
Calm1	Endo_Flt1
Camk1d	Endo_Flt1
Caml	Endo_Flt1
Cct2	Endo_Flt1
Cct5	Endo_Flt1
Cfl1	Endo_Flt1
Cmss1	Endo_Flt1
Cox6c	Endo_Flt1
Cox8a	Endo_Flt1
Cyc1	Endo_Flt1
Dixdc1	Endo_Flt1
Eef1b2	Endo_Flt1
Efr3b	Endo_Flt1
Ei24	Endo_Flt1
Emc6	Endo_Flt1
Epha4	Endo_Flt1
Etl4	Endo_Flt1
Fam3c	Endo_Flt1
Fbxw7	Endo_Flt1
Frmd5	Endo_Flt1
Galnt18	Endo_Flt1
Gfod1	Endo_Flt1
Gnb2	Endo_Flt1
Grb14	Endo_Flt1
Grina	Endo_Flt1
Guk1	Endo_Flt1
Hivep2	Endo_Flt1
Hsbp1	Endo_Flt1
Ica1	Endo_Flt1
Kcnip4	Endo_Flt1
Lrp8	Endo_Flt1
Mcf2l	Endo_Flt1
Mdh2	Endo_Flt1
Mfsd14a	Endo_Flt1
Myrip	Endo_Flt1
Nap1l1	Endo_Flt1
Ndufa4	Endo_Flt1
Ndufa8	Endo_Flt1
Ndufab1	Endo_Flt1
Ndufs5	Endo_Flt1
Ndufs6	Endo_Flt1
Ndufv2	Endo_Flt1
Nelfa	Endo_Flt1
Nfe2l1	Endo_Flt1
Nova2	Endo_Flt1
Nudc	Endo_Flt1
Park7	Endo_Flt1
Pcdh1	Endo_Flt1
Pgam1	Endo_Flt1
Psmb1	Endo_Flt1
Psmb7	Endo_Flt1
Ripor1	Endo_Flt1
Rpl12	Endo_Flt1
Rpl29	Endo_Flt1
Rplp2	Endo_Flt1
Rtl8a	Endo_Flt1
Samd12	Endo_Flt1
Scp2	Endo_Flt1
Sec62	Endo_Flt1
Selenok	Endo_Flt1
Sh3bp4	Endo_Flt1
Slc1a1	Endo_Flt1
Slc25a4	Endo_Flt1
Smdt1	Endo_Flt1
Stx1a	Endo_Flt1
Sub1	Endo_Flt1
Swi5	Endo_Flt1
Tgoln1	Endo_Flt1
Tmem218	Endo_Flt1
Tpi1	Endo_Flt1
Tspan13	Endo_Flt1
Tuba1b	Endo_Flt1
Tubb4b	Endo_Flt1
Tubb5	Endo_Flt1
Txnl1	Endo_Flt1
Ube3a	Endo_Flt1
Usp14	Endo_Flt1
Vamp2	Endo_Flt1
Vdac2	Endo_Flt1
Ywhah	Endo_Flt1
Mctp1	Micro_Mrc1
Tusc3	ImmOligo_Bcas1
